Component,Component_KO,Chapter_Code,Chapter_Name_EN,Chapter_Name_KO,Item_Number,Total_in_Chapter,Full_Code,English_Term,Korean_Term,Definition_EN,Definition_KO,Status,Translator,Reviewer,Date_Started,Date_Completed,Priority,Notes
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",12,65,b512,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",13,65,b513,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",14,65,b514,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",15,65,b515,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",16,65,b516,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",17,65,b517,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",18,65,b518,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",19,65,b519,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",20,65,b520,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",21,65,b521,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",22,65,b522,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",23,65,b523,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",24,65,b524,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",25,65,b525,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",26,65,b526,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",27,65,b527,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",28,65,b528,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",29,65,b529,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",30,65,b530,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",31,65,b531,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",32,65,b532,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",33,65,b533,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",34,65,b534,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",35,65,b535,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",36,65,b536,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",37,65,b537,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",38,65,b538,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",39,65,b539,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",40,65,b540,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",41,65,b541,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",42,65,b542,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",43,65,b543,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",44,65,b544,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",45,65,b545,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",46,65,b546,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",47,65,b547,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",48,65,b548,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",49,65,b549,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",50,65,b550,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",51,65,b551,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",52,65,b552,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",53,65,b553,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",54,65,b554,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",55,65,b555,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",56,65,b556,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",57,65,b557,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",58,65,b558,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",59,65,b559,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",60,65,b560,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",61,65,b561,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",62,65,b562,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",63,65,b563,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",64,65,b564,,,,,Not Started,,,,,High,
body_functions,Body Functions,b5,"Digestive, Metabolic, Endocrine Systems","소화, 대사 및 내분비계 기능",65,65,b565,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,1,50,b601,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,2,50,b602,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,3,50,b603,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,4,50,b604,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,5,50,b605,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,6,50,b606,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,7,50,b607,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,8,50,b608,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,9,50,b609,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,10,50,b610,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,11,50,b611,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,12,50,b612,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,13,50,b613,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,14,50,b614,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,15,50,b615,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,16,50,b616,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,17,50,b617,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,18,50,b618,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,19,50,b619,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,20,50,b620,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,21,50,b621,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,22,50,b622,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,23,50,b623,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,24,50,b624,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,25,50,b625,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,26,50,b626,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,27,50,b627,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,28,50,b628,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,29,50,b629,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,30,50,b630,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,31,50,b631,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,32,50,b632,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,33,50,b633,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,34,50,b634,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,35,50,b635,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,36,50,b636,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,37,50,b637,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,38,50,b638,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,39,50,b639,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,40,50,b640,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,41,50,b641,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,42,50,b642,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,43,50,b643,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,44,50,b644,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,45,50,b645,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,46,50,b646,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,47,50,b647,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,48,50,b648,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,49,50,b649,,,,,Not Started,,,,,High,
body_functions,Body Functions,b6,Genitourinary and Reproductive Functions,비뇨생식계 기능,50,50,b650,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,1,90,b701,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,2,90,b702,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,3,90,b703,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,4,90,b704,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,5,90,b705,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,6,90,b706,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,7,90,b707,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,8,90,b708,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,9,90,b709,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,10,90,b710,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,11,90,b711,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,12,90,b712,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,13,90,b713,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,14,90,b714,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,15,90,b715,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,16,90,b716,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,17,90,b717,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,18,90,b718,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,19,90,b719,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,20,90,b720,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,21,90,b721,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,22,90,b722,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,23,90,b723,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,24,90,b724,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,25,90,b725,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,26,90,b726,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,27,90,b727,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,28,90,b728,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,29,90,b729,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,30,90,b730,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,31,90,b731,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,32,90,b732,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,33,90,b733,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,34,90,b734,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,35,90,b735,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,36,90,b736,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,37,90,b737,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,38,90,b738,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,39,90,b739,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,40,90,b740,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,41,90,b741,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,42,90,b742,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,43,90,b743,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,44,90,b744,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,45,90,b745,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,46,90,b746,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,47,90,b747,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,48,90,b748,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,49,90,b749,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,50,90,b750,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,51,90,b751,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,52,90,b752,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,53,90,b753,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,54,90,b754,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,55,90,b755,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,56,90,b756,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,57,90,b757,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,58,90,b758,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,59,90,b759,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,60,90,b760,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,61,90,b761,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,62,90,b762,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,63,90,b763,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,64,90,b764,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,65,90,b765,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,66,90,b766,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,67,90,b767,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,68,90,b768,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,69,90,b769,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,70,90,b770,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,71,90,b771,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,72,90,b772,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,73,90,b773,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,74,90,b774,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,75,90,b775,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,76,90,b776,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,77,90,b777,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,78,90,b778,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,79,90,b779,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,80,90,b780,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,81,90,b781,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,82,90,b782,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,83,90,b783,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,84,90,b784,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,85,90,b785,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,86,90,b786,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,87,90,b787,,,,,Not Started,,,,,High,
body_functions,Body Functions,b7,Neuromusculoskeletal and Movement-Related Functions,신경근골격 및 운동관련 기능,88,90,b788,,,,,Not Started,,,,,High,
